id_servicio,titulo,descripcion,habilidades_requeridas,fecha_publicacion,estado
3721,Programador Python,"Se requiere conocimiento en ciencia de datos, seo, administración.","Ciencia de datos, SEO, Administración",2024-12-17,Cerrado
3722,Maestro de matemáticas,"Colaboración independiente para tareas de atención al cliente, instalaciones eléctricas, carpintería.","Atención al cliente, Instalaciones eléctricas, Carpintería",2025-03-09,Abierto
3723,Desarrollador web,"Colaboración independiente para tareas de electricidad, marketing digital.","Electricidad, Marketing digital",2025-02-09,Abierto
3724,Community manager,"Importante empresa solicita apoyo en el área de mecánica automotriz, programación en java.","Mecánica automotriz, Programación en Java",2024-11-12,Cerrado
3725,Enfermero auxiliar,"Se requiere conocimiento en mecánica automotriz, css, instalaciones eléctricas, illustrator.","Mecánica automotriz, CSS, Instalaciones eléctricas, Illustrator",2025-03-22,Abierto
3726,Programador Python,"Se requiere conocimiento en diseño ux/ui, seo, ciencia de datos, illustrator.","Diseño UX/UI, SEO, Ciencia de datos, Illustrator",2024-11-09,Abierto
3727,Instalador eléctrico,"Trabajo temporal relacionado con seo, python.","SEO, Python",2025-03-07,Abierto
3728,Instalador eléctrico,"Importante empresa solicita apoyo en el área de inglés avanzado, carpintería.","Inglés avanzado, Carpintería",2024-11-22,Abierto
3729,Profesor de inglés,"Colaboración independiente para tareas de ciencia de datos, carpintería, instalaciones eléctricas.","Ciencia de datos, Carpintería, Instalaciones eléctricas",2025-03-28,Abierto
3730,Barista,"Colaboración independiente para tareas de tramitología, soporte técnico, terapia física, electricidad.","Tramitología, Soporte técnico, Terapia Física, Electricidad",2025-02-28,Cerrado
3731,Desarrollador web,"Se requiere conocimiento en redacción, contabilidad, diseño gráfico, photoshop.","Redacción, Contabilidad, Diseño gráfico, Photoshop",2025-03-19,Abierto
3732,Community manager,"Se busca profesional con experiencia en diseño gráfico, programación en java, python.","Diseño gráfico, Programación en Java, Python",2025-03-01,Cerrado
3733,Repartidor,"Colaboración independiente para tareas de traducción, contabilidad, terapia física.","Traducción, Contabilidad, Terapia Física",2025-03-14,Cerrado
3734,Vendedor telefónico,"Colaboración independiente para tareas de terapia física, tramitología, mecánica automotriz, diseño ux/ui.","Terapia Física, Tramitología, Mecánica automotriz, Diseño UX/UI",2024-12-26,Cerrado
3735,Diseñador UX/UI,"Trabajo temporal relacionado con diseño ux/ui, administración, marketing digital.","Diseño UX/UI, Administración, Marketing digital",2024-11-27,Abierto
3736,Maestro de matemáticas,"Trabajo temporal relacionado con terapia física, carpintería, seo.","Terapia Física, Carpintería, SEO",2025-03-20,Abierto
3737,Redactor de contenido,"Se requiere conocimiento en contabilidad, soporte técnico, traducción.","Contabilidad, Soporte técnico, Traducción",2025-02-22,Cerrado
3738,Diseñador gráfico,"Se busca profesional con experiencia en contabilidad, traducción.","Contabilidad, Traducción",2024-11-26,Abierto
3739,Repartidor,"Importante empresa solicita apoyo en el área de ciencia de datos, redacción, tramitología, photoshop.","Ciencia de datos, Redacción, Tramitología, Photoshop",2024-12-20,Cerrado
3740,Profesor de inglés,"Colaboración independiente para tareas de soporte técnico, marketing digital, redacción.","Soporte técnico, Marketing digital, Redacción",2025-04-10,Abierto
3741,Programador Python,"Trabajo temporal relacionado con inglés avanzado, carpintería, photoshop.","Inglés avanzado, Carpintería, Photoshop",2025-04-23,Cerrado
3742,Mecánico automotriz,"Se requiere conocimiento en diseño ux/ui, diseño gráfico, ciencia de datos.","Diseño UX/UI, Diseño gráfico, Ciencia de datos",2025-02-15,Abierto
3743,Redactor de contenido,"Colaboración independiente para tareas de administración, programación en java.","Administración, Programación en Java",2025-01-14,Cerrado
3744,Mecánico automotriz,"Se busca profesional con experiencia en electricidad, traducción, soporte técnico.","Electricidad, Traducción, Soporte técnico",2025-01-25,Cerrado
3745,Community manager,"Importante empresa solicita apoyo en el área de atención al cliente, diseño ux/ui, carpintería, tramitología.","Atención al cliente, Diseño UX/UI, Carpintería, Tramitología",2024-12-22,Abierto
3746,Instalador eléctrico,"Se requiere conocimiento en administración, carpintería, illustrator.","Administración, Carpintería, Illustrator",2024-12-06,Abierto
3747,Desarrollador web,"Se busca profesional con experiencia en servicio al cliente, css, illustrator, programación en java.","Servicio al cliente, CSS, Illustrator, Programación en Java",2024-12-12,Abierto
3748,Repartidor,"Se busca profesional con experiencia en css, html, tramitología.","CSS, HTML, Tramitología",2025-01-03,Cerrado
3749,Especialista en SEO,"Trabajo temporal relacionado con tramitología, mecánica automotriz.","Tramitología, Mecánica automotriz",2025-03-15,Abierto
3750,Psicólogo educativo,"Importante empresa solicita apoyo en el área de photoshop, servicio al cliente.","Photoshop, Servicio al cliente",2024-12-08,Cerrado
3751,Traductor,"Importante empresa solicita apoyo en el área de diseño ux/ui, diseño gráfico, contabilidad.","Diseño UX/UI, Diseño gráfico, Contabilidad",2025-01-05,Abierto
3752,Electricista,"Se requiere conocimiento en ventas, mecánica automotriz, diseño ux/ui.","Ventas, Mecánica automotriz, Diseño UX/UI",2025-03-30,Cerrado
3753,Diseñador gráfico,"Se requiere conocimiento en contabilidad, css, inglés avanzado.","Contabilidad, CSS, Inglés avanzado",2025-04-21,Cerrado
3754,Técnico en soporte,"Importante empresa solicita apoyo en el área de terapia física, programación en java.","Terapia Física, Programación en Java",2025-02-17,Abierto
3755,Diseñador industrial,"Se busca profesional con experiencia en illustrator, atención al cliente, traducción, mecánica automotriz.","Illustrator, Atención al cliente, Traducción, Mecánica automotriz",2024-12-20,Cerrado
3756,Cocinero,"Importante empresa solicita apoyo en el área de inglés avanzado, servicio al cliente.","Inglés avanzado, Servicio al cliente",2025-03-19,Cerrado
3757,Fotógrafo,"Trabajo temporal relacionado con programación en java, marketing digital.","Programación en Java, Marketing digital",2025-01-22,Cerrado
3758,Vendedor telefónico,"Importante empresa solicita apoyo en el área de mecánica automotriz, python.","Mecánica automotriz, Python",2025-02-17,Cerrado
3759,Instalador eléctrico,"Se requiere conocimiento en contabilidad, traducción, instalaciones eléctricas.","Contabilidad, Traducción, Instalaciones eléctricas",2024-12-24,Cerrado
3760,Asistente administrativo,"Se requiere conocimiento en marketing digital, programación en java.","Marketing digital, Programación en Java",2024-11-29,Abierto
3761,Barista,"Se requiere conocimiento en inglés avanzado, marketing digital.","Inglés avanzado, Marketing digital",2025-01-21,Cerrado
3762,Asistente administrativo,"Se requiere conocimiento en python, illustrator, photoshop, administración.","Python, Illustrator, Photoshop, Administración",2025-01-09,Abierto
3763,Diseñador UX/UI,"Importante empresa solicita apoyo en el área de administración, electricidad.","Administración, Electricidad",2025-03-12,Cerrado
3764,Editor de video,"Importante empresa solicita apoyo en el área de terapia física, redacción, inglés avanzado, carpintería.","Terapia Física, Redacción, Inglés avanzado, Carpintería",2025-03-15,Cerrado
3765,Terapista físico,"Importante empresa solicita apoyo en el área de electricidad, terapia física, servicio al cliente.","Electricidad, Terapia Física, Servicio al cliente",2025-02-02,Cerrado
3766,Especialista en SEO,"Trabajo temporal relacionado con inglés avanzado, css.","Inglés avanzado, CSS",2024-11-08,Abierto
3767,Diseñador UX/UI,"Se requiere conocimiento en redacción, illustrator.","Redacción, Illustrator",2025-04-03,Abierto
3768,Diseñador UX/UI,"Colaboración independiente para tareas de ciencia de datos, instalaciones eléctricas.","Ciencia de datos, Instalaciones eléctricas",2024-12-05,Abierto
3769,Mecánico automotriz,"Trabajo temporal relacionado con css, ventas.","CSS, Ventas",2025-01-06,Abierto
3770,Community manager,"Se busca profesional con experiencia en carpintería, inglés avanzado, instalaciones eléctricas, seo.","Carpintería, Inglés avanzado, Instalaciones eléctricas, SEO",2025-03-24,Abierto
3771,Desarrollador web,"Trabajo temporal relacionado con javascript, ventas, electricidad, diseño gráfico.","JavaScript, Ventas, Electricidad, Diseño gráfico",2024-12-18,Cerrado
3772,Mecánico automotriz,"Se requiere conocimiento en marketing digital, seo, terapia física, inglés avanzado.","Marketing digital, SEO, Terapia Física, Inglés avanzado",2025-04-04,Abierto
3773,Diseñador gráfico,"Importante empresa solicita apoyo en el área de terapia física, javascript, contabilidad, programación en java.","Terapia Física, JavaScript, Contabilidad, Programación en Java",2025-01-14,Cerrado
3774,Repartidor,"Colaboración independiente para tareas de diseño gráfico, servicio al cliente, tramitología.","Diseño gráfico, Servicio al cliente, Tramitología",2024-12-24,Abierto
3775,Profesor de inglés,"Trabajo temporal relacionado con mecánica automotriz, ventas, seo, redacción.","Mecánica automotriz, Ventas, SEO, Redacción",2025-03-29,Cerrado
3776,Diseñador industrial,"Trabajo temporal relacionado con mecánica automotriz, tramitología, diseño ux/ui.","Mecánica automotriz, Tramitología, Diseño UX/UI",2025-02-04,Abierto
3777,Desarrollador web,"Trabajo temporal relacionado con carpintería, illustrator.","Carpintería, Illustrator",2025-03-10,Cerrado
3778,Auxiliar contable,"Se requiere conocimiento en ciencia de datos, carpintería.","Ciencia de datos, Carpintería",2025-04-10,Cerrado
3779,Especialista en SEO,"Se requiere conocimiento en tramitología, soporte técnico, javascript, inglés avanzado.","Tramitología, Soporte técnico, JavaScript, Inglés avanzado",2025-01-01,Cerrado
3780,Diseñador gráfico,"Trabajo temporal relacionado con servicio al cliente, terapia física.","Servicio al cliente, Terapia Física",2024-12-01,Cerrado
3781,Desarrollador web,"Se busca profesional con experiencia en seo, css, inglés avanzado.","SEO, CSS, Inglés avanzado",2024-11-24,Cerrado
3782,Auxiliar contable,"Se requiere conocimiento en html, photoshop, ventas, soporte técnico.","HTML, Photoshop, Ventas, Soporte técnico",2025-01-17,Cerrado
3783,Enfermero auxiliar,"Importante empresa solicita apoyo en el área de photoshop, contabilidad.","Photoshop, Contabilidad",2025-01-04,Cerrado
3784,Instalador eléctrico,"Se requiere conocimiento en tramitología, traducción, illustrator, contabilidad.","Tramitología, Traducción, Illustrator, Contabilidad",2024-12-11,Abierto
3785,Diseñador industrial,"Importante empresa solicita apoyo en el área de inglés avanzado, ciencia de datos.","Inglés avanzado, Ciencia de datos",2025-01-22,Cerrado
3786,Diseñador industrial,"Colaboración independiente para tareas de diseño ux/ui, mecánica automotriz.","Diseño UX/UI, Mecánica automotriz",2024-11-01,Abierto
3787,Diseñador gráfico,"Se requiere conocimiento en python, mecánica automotriz, diseño gráfico, carpintería.","Python, Mecánica automotriz, Diseño gráfico, Carpintería",2025-02-05,Abierto
3788,Vendedor telefónico,"Importante empresa solicita apoyo en el área de traducción, programación en java, mecánica automotriz, instalaciones eléctricas.","Traducción, Programación en Java, Mecánica automotriz, Instalaciones eléctricas",2025-04-12,Abierto
3789,Psicólogo educativo,"Trabajo temporal relacionado con mecánica automotriz, inglés avanzado, electricidad.","Mecánica automotriz, Inglés avanzado, Electricidad",2025-02-09,Abierto
3790,Redactor de contenido,"Trabajo temporal relacionado con carpintería, traducción.","Carpintería, Traducción",2025-02-09,Abierto
3791,Asistente administrativo,"Trabajo temporal relacionado con instalaciones eléctricas, ventas, javascript, ciencia de datos.","Instalaciones eléctricas, Ventas, JavaScript, Ciencia de datos",2025-02-21,Abierto
3792,Asistente administrativo,"Colaboración independiente para tareas de atención al cliente, redacción, python.","Atención al cliente, Redacción, Python",2025-01-30,Abierto
3793,Cocinero,"Importante empresa solicita apoyo en el área de diseño gráfico, ciencia de datos.","Diseño gráfico, Ciencia de datos",2025-02-20,Cerrado
3794,Profesor de inglés,"Trabajo temporal relacionado con administración, soporte técnico.","Administración, Soporte técnico",2024-12-02,Abierto
