habilidades,experiencia_lab,calificacion,nivel,profesion,ID,disponibilidad
"Python, Diseño UX/UI, Tramitología, Administración",2,2.2,Junior,Otro,4923,Tiempo completo
"Terapia Física, Tramitología, Diseño UX/UI",2,4.6,Junior,Licenciado,4924,Medio tiempo
"Carpintería, Redacción, Inglés avanzado, Terapia Física, Python",3,4.4,Senior,Otro,4925,Tiempo completo
"Mecánica automotriz, Diseño UX/UI, Diseño gráfico, Instalaciones eléctricas, Terapia Física",11,3.2,Senior,Otro,4926,Medio tiempo
"Diseño UX/UI, Tramitología, HTML, Ventas",9,1.2,Junior,Otro,4927,Medio tiempo
"Redacción, Terapia Física, CSS, Servicio al cliente",3,4.9,Junior,Otro,4928,Tiempo completo
"Ventas, Instalaciones eléctricas, Ciencia de datos",17,1.9,Senior,Otro,4929,Tiempo completo
"Ventas, Electricidad, Diseño UX/UI",19,2.7,Medio,Otro,4930,Tiempo completo
"Marketing digital, SEO, Carpintería, Inglés avanzado, Illustrator",13,3.9,Medio,Otro,4931,Tiempo completo
"Ventas, Photoshop, Marketing digital, Atención al cliente, HTML",4,3.3,Senior,Otro,4932,Medio tiempo
"Traducción, Contabilidad, HTML",3,3.9,Medio,Otro,4933,Tiempo completo
"Ciencia de datos, HTML, Contabilidad, Terapia Física",8,2.1,Medio,Licenciado,4934,Tiempo completo
"Programación en Java, JavaScript, Carpintería, Instalaciones eléctricas",1,4.0,Senior,Otro,4935,Tiempo completo
"Tramitología, Ciencia de datos, Traducción, Illustrator",10,1.6,Medio,Otro,4936,Tiempo completo
"Mecánica automotriz, Ciencia de datos, Illustrator",2,3.2,Medio,Ingeniero,4937,Medio tiempo
"Mecánica automotriz, CSS, Photoshop, Diseño gráfico",2,4.0,Junior,Otro,4938,Medio tiempo
"Contabilidad, Instalaciones eléctricas, Electricidad",14,3.8,Senior,Otro,4939,Medio tiempo
"Redacción, JavaScript, Tramitología",15,4.1,Medio,Otro,4940,Tiempo completo
"Atención al cliente, Terapia Física, Soporte técnico, Python, Diseño gráfico",5,2.9,Junior,Otro,4941,Tiempo completo
"Ventas, Marketing digital, Diseño UX/UI, HTML, Inglés avanzado",1,1.1,Senior,Otro,4942,Tiempo completo
"Programación en Java, Electricidad, Traducción, Contabilidad, Marketing digital",18,4.5,Senior,Otro,4943,Tiempo completo
"Electricidad, Instalaciones eléctricas, Programación en Java, Carpintería",14,4.7,Medio,Otro,4944,Tiempo completo
"Inglés avanzado, Programación en Java, Photoshop, Ventas, Administración",12,3.2,Medio,Otro,4945,Tiempo completo
"SEO, Ventas, Redacción, Marketing digital, Mecánica automotriz",17,2.6,Medio,Otro,4946,Tiempo completo
"Servicio al cliente, Diseño UX/UI, Ventas, Ciencia de datos, HTML",7,3.8,Senior,Otro,4947,Tiempo completo
"Carpintería, Diseño gráfico, Electricidad",13,4.9,Junior,Otro,4948,Medio tiempo
"CSS, SEO, Instalaciones eléctricas, Inglés avanzado",1,3.2,Junior,Otro,4949,Medio tiempo
"Instalaciones eléctricas, Diseño gráfico, Mecánica automotriz, Inglés avanzado, Electricidad",13,4.8,Junior,Otro,4950,Tiempo completo
"HTML, Mecánica automotriz, Contabilidad",16,3.3,Senior,Licenciado,4951,Medio tiempo
"Ventas, Contabilidad, Atención al cliente, Diseño UX/UI",8,1.9,Junior,Ingeniero,4952,Tiempo completo
"Diseño gráfico, Illustrator, Traducción, Terapia Física, Redacción",14,4.8,Senior,Otro,4953,Medio tiempo
"HTML, Photoshop, SEO, CSS",2,2.7,Medio,Otro,4954,Tiempo completo
"Programación en Java, Marketing digital, JavaScript, Inglés avanzado, Diseño UX/UI",15,3.4,Junior,Otro,4955,Medio tiempo
"Mecánica automotriz, Servicio al cliente, SEO, Terapia Física",6,1.6,Senior,Otro,4956,Tiempo completo
"HTML, Marketing digital, Inglés avanzado",18,2.5,Junior,Ingeniero,4957,Medio tiempo
"Contabilidad, Redacción, Terapia Física",4,3.6,Medio,Otro,4958,Tiempo completo
"Inglés avanzado, JavaScript, Tramitología",1,3.8,Junior,Otro,4959,Tiempo completo
"Electricidad, Programación en Java, Diseño gráfico, Traducción, Mecánica automotriz",8,1.9,Senior,Otro,4960,Medio tiempo
"Traducción, JavaScript, Instalaciones eléctricas, CSS, Carpintería",19,4.1,Junior,Otro,4961,Tiempo completo
"Marketing digital, Inglés avanzado, Servicio al cliente, Programación en Java",14,3.5,Junior,Otro,4962,Tiempo completo
"Inglés avanzado, Soporte técnico, Programación en Java, Marketing digital, Illustrator",4,1.4,Medio,Otro,4963,Medio tiempo
"SEO, Electricidad, Ciencia de datos, Terapia Física, Mecánica automotriz",1,3.5,Medio,Otro,4964,Medio tiempo
"Photoshop, Ciencia de datos, Programación en Java",13,1.9,Junior,Otro,4965,Medio tiempo
"Ventas, Programación en Java, Mecánica automotriz",16,3.0,Medio,Otro,4966,Medio tiempo
"Electricidad, Carpintería, Administración, Python, JavaScript",15,4.8,Senior,Otro,4967,Medio tiempo
"Atención al cliente, Ventas, Servicio al cliente",2,3.7,Medio,Otro,4968,Tiempo completo
"Diseño gráfico, Diseño UX/UI, Administración, Marketing digital, Ventas",8,3.2,Junior,Otro,4969,Tiempo completo
"CSS, Tramitología, Illustrator, Servicio al cliente",18,2.4,Junior,Otro,4970,Tiempo completo
"Electricidad, HTML, Terapia Física, Carpintería",18,4.6,Senior,Otro,4971,Tiempo completo
"Tramitología, Carpintería, Soporte técnico, Marketing digital",12,2.3,Medio,Otro,4972,Tiempo completo
"Tramitología, Python, JavaScript",4,4.2,Junior,Ingeniero,4973,Medio tiempo
"Carpintería, Python, Mecánica automotriz",12,4.8,Senior,Otro,4974,Medio tiempo
"Diseño UX/UI, Programación en Java, Administración, Instalaciones eléctricas, Python",19,4.4,Medio,Otro,4975,Medio tiempo
"Ventas, Atención al cliente, Mecánica automotriz, CSS, Python",19,3.9,Medio,Otro,4976,Tiempo completo
"Ciencia de datos, Tramitología, Photoshop, Carpintería",20,3.1,Medio,Otro,4977,Medio tiempo
"Traducción, SEO, Servicio al cliente, Python",5,4.6,Senior,Otro,4978,Medio tiempo
"Contabilidad, Traducción, Illustrator, Instalaciones eléctricas",5,4.8,Junior,Otro,4979,Medio tiempo
"Diseño gráfico, Marketing digital, Atención al cliente, Tramitología, Python",15,5.0,Senior,Otro,4980,Tiempo completo
"Contabilidad, Ventas, Photoshop, Illustrator",3,1.4,Senior,Otro,4981,Tiempo completo
"Redacción, Illustrator, Carpintería, Ventas",4,4.1,Junior,Otro,4982,Medio tiempo
"Electricidad, Illustrator, Marketing digital, Ventas, Soporte técnico",11,1.5,Junior,Otro,4983,Medio tiempo
"CSS, Carpintería, Ventas, Illustrator, Contabilidad",2,2.7,Medio,Ingeniero,4984,Tiempo completo
"Servicio al cliente, CSS, Ciencia de datos",2,3.7,Junior,Otro,4985,Medio tiempo
"Photoshop, Python, HTML, Soporte técnico, Illustrator",15,3.7,Medio,Otro,4986,Tiempo completo
"Illustrator, Diseño gráfico, Contabilidad",18,3.4,Senior,Licenciado,4987,Tiempo completo
"Carpintería, Tramitología, Photoshop",5,4.8,Senior,Otro,4988,Tiempo completo
"SEO, Electricidad, Servicio al cliente, Marketing digital, Contabilidad",19,1.0,Junior,Otro,4989,Medio tiempo
"Diseño gráfico, Ventas, Instalaciones eléctricas, Servicio al cliente",14,4.5,Senior,Otro,4990,Medio tiempo
"Terapia Física, Python, Diseño UX/UI, Soporte técnico, Redacción",5,3.8,Medio,Ingeniero,4991,Tiempo completo
"Atención al cliente, CSS, Ventas, Redacción",8,2.3,Medio,Otro,4992,Medio tiempo
"Tramitología, Atención al cliente, Servicio al cliente, Photoshop, Diseño UX/UI",12,4.6,Senior,Otro,4993,Medio tiempo
"Photoshop, Traducción, Inglés avanzado",8,1.1,Senior,Otro,4994,Tiempo completo
"Servicio al cliente, Atención al cliente, JavaScript, Soporte técnico, Ventas",20,2.9,Medio,Otro,4995,Medio tiempo
"Ciencia de datos, Electricidad, Servicio al cliente, Traducción, Carpintería",16,4.2,Medio,Otro,4996,Tiempo completo
"Illustrator, Traducción, Soporte técnico, Redacción",6,1.5,Medio,Otro,4997,Medio tiempo
"Traducción, Inglés avanzado, Marketing digital",10,4.9,Medio,Otro,4998,Tiempo completo
"Ciencia de datos, Atención al cliente, Photoshop",10,4.2,Medio,Otro,4999,Medio tiempo
"Photoshop, Terapia Física, Electricidad",7,3.0,Junior,Otro,5000,Medio tiempo
"Instalaciones eléctricas, Programación en Java, HTML, Atención al cliente, Terapia Física",18,1.6,Medio,Otro,5001,Tiempo completo
"JavaScript, Programación en Java, Contabilidad",16,4.1,Senior,Ingeniero,5002,Medio tiempo
"CSS, Python, Soporte técnico, HTML",9,4.8,Senior,Licenciado,5003,Medio tiempo
"SEO, Python, Traducción",2,1.7,Junior,Licenciado,5004,Medio tiempo
"Illustrator, Diseño UX/UI, Soporte técnico",9,4.8,Junior,Otro,5005,Medio tiempo
"Ventas, JavaScript, Programación en Java",15,2.7,Medio,Otro,5006,Medio tiempo
"Illustrator, Servicio al cliente, Traducción, CSS, Instalaciones eléctricas",20,2.2,Senior,Licenciado,5007,Tiempo completo
"Diseño UX/UI, Contabilidad, Atención al cliente",20,2.7,Junior,Otro,5008,Tiempo completo
"Illustrator, Soporte técnico, Marketing digital, Atención al cliente",20,1.4,Senior,Otro,5009,Medio tiempo
"HTML, Electricidad, Programación en Java, Illustrator, Traducción",17,2.4,Junior,Otro,5010,Medio tiempo
"Diseño UX/UI, Programación en Java, JavaScript, Soporte técnico, Administración",1,4.4,Senior,Otro,5011,Medio tiempo
"Diseño gráfico, Marketing digital, Carpintería, Terapia Física, Contabilidad",18,2.8,Senior,Otro,5012,Medio tiempo
"Diseño gráfico, Ventas, HTML, Servicio al cliente",11,3.2,Medio,Otro,5013,Medio tiempo
"Soporte técnico, Terapia Física, Diseño gráfico, Atención al cliente, JavaScript",2,4.0,Medio,Otro,5014,Tiempo completo
"Traducción, Photoshop, Administración, Diseño UX/UI, Terapia Física",10,1.8,Medio,Otro,5015,Tiempo completo
"Traducción, Contabilidad, JavaScript, Tramitología",12,3.3,Senior,Otro,5016,Medio tiempo
"Inglés avanzado, Diseño gráfico, Carpintería, Marketing digital, Programación en Java",10,2.0,Medio,Otro,5017,Medio tiempo
"Traducción, CSS, Contabilidad, Instalaciones eléctricas, Tramitología",1,2.4,Senior,Otro,5018,Tiempo completo
"SEO, JavaScript, Ventas, Terapia Física, Diseño gráfico",17,1.4,Medio,Otro,5019,Tiempo completo
"Marketing digital, Python, Tramitología, Contabilidad, JavaScript",6,4.6,Medio,Otro,5020,Medio tiempo
"Administración, Programación en Java, Photoshop",5,2.8,Senior,Otro,5021,Tiempo completo
"Servicio al cliente, Soporte técnico, Redacción",6,4.1,Junior,Ingeniero,5022,Tiempo completo
"Tramitología, Servicio al cliente, Mecánica automotriz, Traducción, Diseño gráfico",17,4.7,Medio,Licenciado,5023,Tiempo completo
"Atención al cliente, Servicio al cliente, Terapia Física, JavaScript, CSS",9,1.5,Medio,Otro,5024,Medio tiempo
"CSS, Atención al cliente, Redacción, Servicio al cliente, Mecánica automotriz",4,5.0,Senior,Otro,5025,Tiempo completo
"Python, CSS, Diseño gráfico, Photoshop, Traducción",2,3.9,Junior,Otro,5026,Tiempo completo
"Servicio al cliente, HTML, Administración, Terapia Física, Atención al cliente",8,4.8,Junior,Otro,5027,Tiempo completo
"Servicio al cliente, Diseño UX/UI, Administración, Tramitología, Atención al cliente",18,1.1,Junior,Otro,5028,Medio tiempo
"Programación en Java, Terapia Física, Atención al cliente",5,3.2,Medio,Otro,5029,Tiempo completo
"Instalaciones eléctricas, Carpintería, Servicio al cliente",10,3.0,Medio,Otro,5030,Tiempo completo
"Ciencia de datos, Redacción, Marketing digital",7,1.3,Medio,Otro,5031,Medio tiempo
"Soporte técnico, Photoshop, Illustrator, Electricidad, Terapia Física",12,2.0,Senior,Otro,5032,Medio tiempo
"Python, Contabilidad, Electricidad",19,4.6,Medio,Otro,5033,Tiempo completo
"Marketing digital, Servicio al cliente, Tramitología, Photoshop",14,4.3,Medio,Otro,5034,Tiempo completo
"Atención al cliente, Illustrator, Diseño gráfico, Terapia Física, Tramitología",3,4.2,Medio,Otro,5035,Medio tiempo
"SEO, Terapia Física, Atención al cliente, Carpintería, Tramitología",4,1.8,Medio,Otro,5036,Medio tiempo
"Traducción, Terapia Física, Python, Inglés avanzado, SEO",11,4.0,Senior,Otro,5037,Medio tiempo
"Python, Terapia Física, Soporte técnico, HTML, Servicio al cliente",17,1.6,Medio,Otro,5038,Medio tiempo
"Electricidad, Ciencia de datos, Contabilidad, Redacción",15,1.1,Medio,Otro,5039,Tiempo completo
"Instalaciones eléctricas, JavaScript, Soporte técnico",14,2.9,Junior,Otro,5040,Tiempo completo
"Redacción, Instalaciones eléctricas, Atención al cliente, Ciencia de datos",1,1.1,Medio,Otro,5041,Medio tiempo
"Soporte técnico, Ciencia de datos, Diseño UX/UI",1,3.5,Medio,Otro,5042,Tiempo completo
"SEO, Instalaciones eléctricas, Diseño UX/UI",18,3.8,Medio,Otro,5043,Tiempo completo
"Traducción, Inglés avanzado, Mecánica automotriz",7,2.4,Senior,Otro,5044,Medio tiempo
"CSS, Diseño UX/UI, Ventas, Carpintería, Diseño gráfico",8,1.8,Junior,Otro,5045,Tiempo completo
"CSS, SEO, Instalaciones eléctricas",17,3.8,Senior,Otro,5046,Medio tiempo
"Mecánica automotriz, Tramitología, SEO, Traducción, Ciencia de datos",14,1.9,Junior,Otro,5047,Tiempo completo
"HTML, Marketing digital, Terapia Física, Tramitología",11,1.3,Senior,Otro,5048,Tiempo completo
"Atención al cliente, Servicio al cliente, Traducción, Illustrator, Contabilidad",2,3.5,Medio,Otro,5049,Medio tiempo
"Diseño gráfico, Terapia Física, Soporte técnico, Diseño UX/UI, Photoshop",9,3.9,Junior,Otro,5050,Tiempo completo
"Inglés avanzado, Illustrator, Contabilidad",2,1.4,Junior,Otro,5051,Medio tiempo
"Electricidad, HTML, Redacción, Carpintería",7,3.5,Senior,Otro,5052,Tiempo completo
"Tramitología, SEO, HTML, Electricidad",20,1.8,Senior,Licenciado,5053,Medio tiempo
"Python, Programación en Java, Photoshop, HTML, Diseño gráfico",9,1.5,Senior,Otro,5054,Medio tiempo
"Python, Photoshop, Contabilidad, Terapia Física",20,2.1,Junior,Otro,5055,Medio tiempo
"JavaScript, Contabilidad, CSS, Terapia Física, Redacción",2,3.8,Medio,Otro,5056,Tiempo completo
"Ventas, Soporte técnico, Carpintería",9,4.8,Senior,Otro,5057,Tiempo completo
"Illustrator, Tramitología, Atención al cliente, Inglés avanzado, Terapia Física",15,1.7,Senior,Otro,5058,Tiempo completo
"Traducción, Photoshop, Servicio al cliente, Programación en Java, Inglés avanzado",4,4.5,Junior,Otro,5059,Medio tiempo
"Diseño gráfico, Administración, Python",12,3.6,Medio,Otro,5060,Tiempo completo
"Diseño UX/UI, Servicio al cliente, Mecánica automotriz, Instalaciones eléctricas",10,3.6,Senior,Otro,5061,Tiempo completo
"Tramitología, HTML, SEO",19,4.7,Junior,Otro,5062,Medio tiempo
"Atención al cliente, Carpintería, Instalaciones eléctricas, JavaScript",16,3.5,Junior,Otro,5063,Tiempo completo
"JavaScript, Administración, SEO",12,1.9,Junior,Otro,5064,Tiempo completo
"HTML, Redacción, Photoshop, Python, Diseño UX/UI",6,2.0,Medio,Otro,5065,Tiempo completo
"Terapia Física, Redacción, Mecánica automotriz",12,3.1,Medio,Otro,5066,Medio tiempo
"Mecánica automotriz, JavaScript, Illustrator",17,2.6,Senior,Otro,5067,Tiempo completo
"Diseño gráfico, Diseño UX/UI, Tramitología",14,4.3,Junior,Otro,5068,Tiempo completo
"Atención al cliente, Ventas, CSS, HTML",1,2.2,Medio,Otro,5069,Tiempo completo
"Diseño UX/UI, Mecánica automotriz, Carpintería",2,4.8,Medio,Otro,5070,Tiempo completo
"Terapia Física, CSS, Inglés avanzado",4,1.2,Senior,Otro,5071,Tiempo completo
"Illustrator, Ventas, Carpintería, Python",16,3.5,Senior,Otro,5072,Medio tiempo
"Ventas, Programación en Java, Inglés avanzado, Electricidad, Tramitología",2,2.0,Medio,Otro,5073,Medio tiempo
"Instalaciones eléctricas, Python, Tramitología, Mecánica automotriz, Redacción",11,1.2,Senior,Otro,5074,Medio tiempo
"Redacción, Ventas, Electricidad, Traducción",18,4.7,Senior,Otro,5075,Medio tiempo
"Contabilidad, Instalaciones eléctricas, Soporte técnico, Administración",14,1.7,Junior,Otro,5076,Tiempo completo
"Administración, JavaScript, Illustrator, Tramitología",9,4.9,Medio,Otro,5077,Medio tiempo
"Electricidad, SEO, Tramitología, HTML, Servicio al cliente",4,3.1,Medio,Otro,5078,Medio tiempo
"Traducción, Atención al cliente, CSS, Soporte técnico, Terapia Física",12,1.0,Medio,Ingeniero,5079,Tiempo completo
"Soporte técnico, Tramitología, Electricidad, Ventas",15,2.4,Senior,Otro,5080,Medio tiempo
"Carpintería, Python, Programación en Java, SEO, Mecánica automotriz",5,1.9,Medio,Otro,5081,Medio tiempo
"CSS, Diseño UX/UI, Diseño gráfico, Photoshop",20,2.8,Junior,Ingeniero,5082,Medio tiempo
"Mecánica automotriz, Electricidad, Ciencia de datos",9,1.6,Junior,Otro,5083,Medio tiempo
"Inglés avanzado, Mecánica automotriz, SEO",7,2.6,Senior,Otro,5084,Tiempo completo
"Diseño gráfico, Terapia Física, Servicio al cliente",15,1.2,Medio,Otro,5085,Tiempo completo
"Redacción, Inglés avanzado, Atención al cliente, Terapia Física, Contabilidad",8,3.2,Medio,Otro,5086,Tiempo completo
"Ciencia de datos, HTML, Soporte técnico",1,3.3,Medio,Otro,5087,Tiempo completo
"Terapia Física, Ventas, Mecánica automotriz, Photoshop, Tramitología",9,3.8,Junior,Otro,5088,Medio tiempo
"Electricidad, Inglés avanzado, Illustrator, Contabilidad, Redacción",14,2.4,Medio,Licenciado,5089,Tiempo completo
"Programación en Java, Ciencia de datos, Atención al cliente, Contabilidad",2,4.0,Senior,Otro,5090,Medio tiempo
"Contabilidad, Servicio al cliente, Inglés avanzado, Photoshop",18,4.8,Junior,Otro,5091,Tiempo completo
"Marketing digital, Instalaciones eléctricas, Inglés avanzado, Administración, Tramitología",12,4.4,Medio,Otro,5092,Tiempo completo
"JavaScript, HTML, Diseño gráfico, Ventas",8,1.8,Senior,Otro,5093,Tiempo completo
"Administración, Terapia Física, Ciencia de datos, SEO, Contabilidad",13,1.2,Junior,Otro,5094,Tiempo completo
"Traducción, Servicio al cliente, Tramitología",10,3.0,Senior,Otro,5095,Tiempo completo
"HTML, Atención al cliente, Ventas, Ciencia de datos",5,4.8,Senior,Otro,5096,Medio tiempo
"Administración, Soporte técnico, Inglés avanzado, Illustrator, Ciencia de datos",5,1.8,Medio,Otro,5097,Medio tiempo
"Illustrator, Inglés avanzado, Diseño gráfico, Tramitología, Marketing digital",1,4.6,Medio,Otro,5098,Medio tiempo
"Photoshop, Diseño gráfico, Ciencia de datos, SEO, Carpintería",5,2.9,Medio,Otro,5099,Medio tiempo
"Soporte técnico, Administración, CSS, Electricidad, Carpintería",17,2.0,Medio,Otro,5100,Tiempo completo
"Traducción, Administración, Tramitología",17,3.5,Medio,Otro,5101,Medio tiempo
"Illustrator, Tramitología, Atención al cliente",8,5.0,Medio,Otro,5102,Medio tiempo
"Ventas, Python, Ciencia de datos",5,4.0,Medio,Otro,5103,Medio tiempo
"Ciencia de datos, Atención al cliente, Python, Ventas",19,3.1,Medio,Otro,5104,Tiempo completo
"Inglés avanzado, Redacción, Administración",15,2.5,Junior,Otro,5105,Tiempo completo
"Diseño UX/UI, Redacción, Marketing digital, Carpintería",6,1.5,Senior,Otro,5106,Medio tiempo
"Instalaciones eléctricas, Contabilidad, Atención al cliente, HTML",2,3.6,Medio,Otro,5107,Medio tiempo
